"","chr","start","end","Total.400","Total.1k","400-43252","400-AHA-1","400-CEH-32","400-CEH-38","400-CES-1","400-DAF-16","400-DPL-1","400-DUXL-1","400-DVE-1","400-F10B5.3","400-F37D6.2","400-F49E8.2","400-FKH-10","400-HLH-30","400-LIN-13","400-LIN-15B","400-LIN-39","400-LIR-3","400-LSY-2","400-MDL-1","400-MEP-1","400-NHR-102","400-NHR-11","400-NHR-237","400-NHR-25","400-NHR-28","400-NHR-48","400-NHR-6","400-NHR-76","400-NHR-77","400-PHA-4","400-RBR-2","400-SNPC-4","400-SPR-1","400-UNC-130","400-ZAG-1","400-ZFP-2","400-ZIP-2","400-ZK546.5","400-ZTF-7","400-NHR-10","400-PQM-1","400-C05D10.1","400-CEY-2","400-FOS-1","400-R02D3.7","400-UNC-62","400-F45C12.2","400-SKN-1","400-ZTF-11","400-EGL-27","400-NHR-116","400-UNC-39","400-R06F6.6","1k-43252","1k-AHA-1","1k-CEH-32","1k-CEH-38","1k-CES-1","1k-DAF-16","1k-DPL-1","1k-DUXL-1","1k-DVE-1","1k-F10B5.3","1k-F37D6.2","1k-F49E8.2","1k-FKH-10","1k-HLH-30","1k-LIN-13","1k-LIN-15B","1k-LIN-39","1k-LIR-3","1k-LSY-2","1k-MDL-1","1k-MEP-1","1k-NHR-102","1k-NHR-11","1k-NHR-237","1k-NHR-25","1k-NHR-28","1k-NHR-48","1k-NHR-6","1k-NHR-76","1k-NHR-77","1k-PHA-4","1k-RBR-2","1k-SNPC-4","1k-SPR-1","1k-UNC-130","1k-ZAG-1","1k-ZFP-2","1k-ZIP-2","1k-ZK546.5","1k-ZTF-7","1k-NHR-10","1k-PQM-1","1k-C05D10.1","1k-CEY-2","1k-FOS-1","1k-R02D3.7","1k-UNC-62","1k-F45C12.2","1k-SKN-1","1k-ZTF-11","1k-EGL-27","1k-NHR-116","1k-UNC-39","1k-R06F6.6"
"42","chrI",8426655,8427099,39,40,1,1,NA,1,NA,3,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,3,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA
"43","chrI",8816296,8816740,43,43,1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA
"44","chrI",9163333,9163777,41,41,1,1,1,NA,NA,3,1,1,1,1,1,1,1,1,1,1,NA,NA,2,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,3,1,1,1,1,1,1,1,1,1,1,NA,NA,2,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA
"45","chrI",9312299,9312743,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","chrI",9312569,9313013,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","chrI",9314057,9314501,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","chrI",9315433,9315802,17,17,NA,1,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"49","chrI",9315800,9315911,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"50","chrI",9381333,9381777,46,65,1,NA,1,1,NA,3,1,NA,3,2,2,NA,NA,2,1,NA,NA,1,2,4,3,2,NA,NA,1,2,2,NA,NA,NA,NA,2,NA,2,NA,NA,2,NA,1,NA,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,5,1,1,3,2,2,NA,1,2,2,NA,NA,1,3,4,3,2,1,1,2,2,2,2,NA,2,NA,2,NA,2,NA,NA,2,NA,1,1,1,1,NA,1,NA,NA,4,NA,NA,NA,1,NA,NA,NA
"51","chrI",9381537,9381981,24,63,NA,1,2,1,NA,2,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,3,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,1,1,2,1,NA,5,1,1,3,2,2,NA,1,2,2,NA,NA,1,3,4,3,2,1,NA,2,2,2,1,NA,2,NA,2,NA,2,NA,NA,2,NA,1,1,1,1,NA,1,NA,NA,4,NA,NA,NA,1,NA,NA,NA
"52","chrI",9382865,9383071,35,49,1,1,NA,1,NA,3,NA,NA,1,1,2,NA,NA,1,1,NA,NA,1,3,2,NA,2,2,1,1,NA,2,1,NA,1,NA,2,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,4,1,1,2,1,2,NA,NA,2,2,NA,NA,2,4,3,1,2,2,1,1,1,2,2,NA,1,NA,2,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"53","chrI",9382961,9383405,34,48,1,NA,NA,1,NA,2,1,NA,2,1,2,NA,NA,1,2,NA,NA,1,2,2,1,2,1,1,1,1,1,1,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,4,1,NA,2,1,2,NA,NA,2,2,NA,NA,2,4,3,1,2,2,1,1,1,2,2,NA,1,NA,2,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"54","chrI",9619778,9620222,46,46,1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"55","chrI",9625900,9626344,44,44,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,1
"56","chrI",9669045,9669489,38,38,1,1,1,NA,NA,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","chrI",9722044,9722488,35,36,1,NA,1,2,1,2,1,1,1,1,1,NA,1,1,1,NA,NA,NA,3,2,1,1,2,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA,1,2,1,2,1,1,1,1,1,NA,1,1,1,NA,NA,NA,3,2,1,1,2,1,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA
"58","chrI",9788462,9788906,46,46,1,1,NA,1,1,3,1,1,1,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,3,1,1,1,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"59","chrI",9979680,9980124,38,38,1,NA,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"60","chrI",10516960,10517404,46,48,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,2,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,NA,1,2,2,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA
"61","chrI",10553676,10554120,46,47,1,1,NA,1,1,3,1,1,1,1,1,1,1,1,1,1,NA,NA,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,4,1,1,1,1,1,1,1,1,1,1,NA,NA,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"62","chrI",10577054,10577498,6,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","chrI",10927324,10927768,22,22,NA,1,NA,NA,NA,3,1,1,1,NA,1,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,1,1,1,NA,1,1,NA,1,1,NA,NA,1,1,NA,1,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","chrI",11182342,11182786,31,31,1,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,NA,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,NA,NA,1,1,1,NA,1,NA,1,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"65","chrI",11929960,11930404,36,40,1,NA,1,NA,NA,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,3,1,1,1,1,1,1,1,1,2,1,NA,1,3,1,1,1,2,NA,1,1,1,2,NA,1,1,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"66","chrI",12039783,12040227,41,42,1,NA,1,1,1,3,1,1,1,NA,1,NA,1,1,1,1,NA,1,2,2,1,1,1,1,1,1,2,1,NA,1,1,2,NA,1,NA,1,1,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,1,3,1,1,1,NA,1,NA,1,1,1,1,NA,1,2,2,1,1,1,1,1,1,2,1,NA,1,1,2,NA,1,NA,1,1,NA,1,NA,1,1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA
"67","chrI",12652061,12652505,43,43,1,1,NA,NA,1,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,1,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA
"68","chrI",12654590,12655034,24,24,1,NA,NA,NA,NA,4,1,1,1,1,NA,2,NA,NA,NA,1,NA,1,2,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1,1,1,1,NA,2,NA,NA,NA,1,NA,1,2,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","chrI",12736573,12737017,38,38,1,1,NA,1,NA,2,1,1,1,1,1,NA,1,2,1,NA,NA,1,2,4,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,2,1,1,1,1,1,NA,1,2,1,NA,NA,1,2,4,1,1,1,NA,1,1,1,1,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"70","chrI",12815695,12816139,39,43,1,1,1,1,1,3,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,3,2,2,1,1,NA,1,1,1,1,NA,1,NA,2,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,1,1,1,2,1,4,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,4,2,2,1,1,NA,1,1,1,1,NA,1,NA,2,NA,1,NA,1,1,NA,NA,1,1,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA
"71","chrI",12966696,12967140,45,48,1,1,NA,1,NA,3,1,1,1,1,1,1,NA,1,1,1,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,1,NA,1,1,1,NA,2,NA,3,1,1,1,1,1,1,1,1,1,1,NA,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,1,NA,1
"72","chrI",13463758,13464202,38,38,1,NA,1,NA,1,3,1,1,1,1,1,1,NA,1,1,NA,NA,1,2,2,1,1,1,1,NA,1,1,1,NA,NA,NA,2,1,2,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,3,1,1,1,1,1,1,NA,1,1,NA,NA,1,2,2,1,1,1,1,NA,1,1,1,NA,NA,NA,2,1,2,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA
"73","chrI",13663161,13663605,49,49,1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA
"74","chrI",13756303,13756747,46,46,1,1,1,NA,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA
"75","chrI",14469133,14469577,45,45,1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA
"76","chrII",18698,19142,26,26,NA,1,NA,NA,NA,2,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,2,2,1,1,1,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,1,1,NA,1,NA,1,1,1,NA,NA,NA,2,2,1,1,1,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"77","chrII",255131,255575,44,44,1,1,NA,1,1,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,2,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,1,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,2,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"78","chrII",1320385,1320829,43,44,1,1,NA,NA,NA,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,2,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,2,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA
"79","chrII",4376638,4377082,35,35,1,NA,NA,1,NA,2,1,1,1,NA,1,NA,1,1,1,1,NA,NA,2,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,1,1,1,NA,1,NA,1,1,1,1,NA,NA,2,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"80","chrII",4728685,4729129,17,17,NA,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"81","chrII",4851589,4852033,39,39,1,NA,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"82","chrII",4941583,4942027,3,6,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","chrII",5032543,5032987,31,31,1,NA,NA,NA,NA,3,1,1,1,1,1,1,NA,1,1,NA,NA,1,2,1,1,1,1,NA,1,1,1,1,NA,1,NA,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1,1,1,1,1,1,NA,1,1,NA,NA,1,2,1,1,1,1,NA,1,1,1,1,NA,1,NA,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"84","chrII",5057181,5057625,22,22,NA,NA,1,NA,NA,3,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","chrII",5105076,5105520,29,29,NA,1,NA,NA,1,2,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"86","chrII",5330098,5330542,30,34,1,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,2,1,1,1,NA,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,2,2,2,1,NA,1,1,2,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA
